episode,timestep,reward
2545,2484000,-5.0
2547,2486000,-348.0
2549,2488000,-4.0
2551,2490000,-5.5
2553,2492000,-7.5
2555,2494000,-5.5
2557,2496000,-2.0
2559,2498000,-1.5
2561,2500000,-346.5
2563,2502000,-2.0
2565,2504000,-3.0
2567,2506000,-1.0
2569,2508000,-0.5
2571,2510000,-2.0
2573,2512000,-104.5
2575,2514000,-3.0
2577,2516000,-1.0
2579,2518000,-0.5
2581,2520000,-89.0
2583,2522000,-1.0
2585,2524000,-245.0
2587,2526000,-2.5
2589,2528000,0.0
2591,2530000,-0.5
2593,2532000,-3.5
2595,2534000,-374.0
2597,2536000,-1.5
2600,2538000,-1.0
2602,2540000,-0.5
2604,2542000,-286.5
2606,2544000,-217.5
2609,2546000,-467.6667
2611,2548000,-647.0
2613,2550000,-1.5
2615,2552000,-499.0
2617,2554000,-370.5
2619,2556000,-0.5
2621,2558000,-355.0
2623,2560000,-491.5
2625,2562000,-158.5
2627,2564000,-679.0
2629,2566000,-258.5
2631,2568000,-73.0
2633,2570000,-273.0
2636,2572000,-1.6667
2638,2574000,-965.0
2640,2576000,-421.0
2642,2578000,-682.0
2644,2580000,-2.0
2646,2582000,-254.0
2648,2584000,-226.0
2650,2586000,-7.0
2652,2588000,-8.0
2654,2590000,-4.0
2656,2592000,-4.0
2658,2594000,-43.5
2660,2596000,-4.5
2662,2598000,-6.5
2664,2600000,-4.0
2666,2602000,-2.5
2668,2604000,-1.5
2670,2606000,-1.0
2672,2608000,-2.0
2674,2610000,-3.0
2676,2612000,-2.0
2678,2614000,-1.5
2680,2616000,-372.0
2682,2618000,-2.5
2684,2620000,0.0
2686,2622000,-1.5
2688,2624000,-18.5
2690,2626000,-1.0
2692,2628000,-2.0
2694,2630000,-0.5
2696,2632000,-3.5
2698,2634000,-1.5
2700,2636000,-1.0
2702,2638000,-1.0
2704,2640000,-1.5
2706,2642000,-0.5
2708,2644000,-3.5
2710,2646000,-6.0
2712,2648000,-1.5
2714,2650000,-0.5
2716,2652000,-0.5
2718,2654000,-1.5
2720,2656000,-0.5
2722,2658000,0.5
2724,2660000,-0.5
2726,2662000,-0.5
2728,2664000,-0.5
2730,2666000,-1.5
2732,2668000,0.0
2734,2670000,0.0
2737,2672000,-252.3333
2739,2674000,-1.0
2741,2676000,0.0
2743,2678000,-0.5
2745,2680000,-1.0
2747,2682000,-1.0
2749,2684000,-0.5
2751,2686000,-1.0
2753,2688000,-0.5
2756,2690000,-0.6667
2758,2692000,-0.5
2760,2694000,0.0
2762,2696000,-0.5
2764,2698000,-1.0
2766,2700000,-0.5
2768,2702000,0.5
2770,2704000,-0.5
2772,2706000,0.0
2774,2708000,-1.0
2776,2710000,-278.0
2778,2712000,0.0
2780,2714000,-0.5
2782,2716000,-0.5
2787,2718000,-68.4
2793,2720000,-277.3333
2796,2722000,-276.6667
2800,2724000,-463.5
2802,2726000,0.0
2804,2728000,-2.0
2810,2730000,-27.3333
2814,2732000,-301.0
2818,2734000,-142.75
2824,2736000,0.1667
2827,2738000,-298.6667
2829,2740000,-208.5
2832,2742000,-95.6667
2834,2744000,-480.0
2836,2746000,-349.0
2838,2748000,-3.5
2840,2750000,-6.0
2843,2752000,-3.3333
2845,2754000,-5.5
2847,2756000,-244.0
2849,2758000,-4.5
2851,2760000,-4.0
2853,2762000,-2.0
2855,2764000,-2.0
2857,2766000,-2.5
2859,2768000,-1.0
2861,2770000,-2.0
2863,2772000,-2.5
2865,2774000,-1.5
2867,2776000,-132.0
2869,2778000,-2.0
2871,2780000,-2.5
2873,2782000,-0.5
2875,2784000,-3.5
2877,2786000,0.0
2879,2788000,-2.0
2881,2790000,0.0
2883,2792000,-1.0
2885,2794000,0.0
2887,2796000,-0.5
2889,2798000,0.0
2891,2800000,-1.5
2893,2802000,-388.5
2895,2804000,-0.5
2897,2806000,0.0
2899,2808000,-1.0
2901,2810000,-0.5
2903,2812000,-3.0
2905,2814000,-1.0
2907,2816000,-2.5
2909,2818000,-1.0
2911,2820000,0.0
2913,2822000,-1.0
2915,2824000,-0.5
2917,2826000,-1.0
2919,2828000,-1.0
2921,2830000,0.0
2923,2832000,-1.5
2925,2834000,-0.5
2927,2836000,0.0
2929,2838000,-1.0
2931,2840000,0.0
2933,2842000,-1.5
2935,2844000,-0.5
2937,2846000,-0.5
2939,2848000,-2.0
2941,2850000,-0.5
2943,2852000,0.0
2945,2854000,0.0
2947,2856000,-1.5
2949,2858000,0.0
2951,2860000,-0.5
2953,2862000,0.0
2955,2864000,0.0
2957,2866000,0.0
2959,2868000,-0.5
2961,2870000,-1.0
2963,2872000,0.0
2965,2874000,0.0
2967,2876000,-0.5
2969,2878000,-0.5
2971,2880000,-0.5
2973,2882000,0.0
2975,2884000,-1.0
2977,2886000,0.0
2979,2888000,0.0
2981,2890000,-0.5
2983,2892000,0.0
2985,2894000,-0.5
2987,2896000,-1.0
2989,2898000,-0.5
2991,2900000,0.0
2993,2902000,0.0
2995,2904000,-321.5
2997,2906000,-0.5
2999,2908000,-0.5
3001,2910000,0.0
3003,2912000,0.0
3005,2914000,0.0
3007,2916000,-1.0
3010,2918000,0.0
3012,2920000,-0.5
3014,2922000,-438.0
3016,2924000,-447.0
3018,2926000,-346.0
3021,2928000,-141.0
3023,2930000,0.0
3025,2932000,0.0
3027,2934000,-908.5
3029,2936000,-952.0
3031,2938000,-864.0
3034,2940000,-323.6667
3036,2942000,-894.5
3039,2944000,-267.6667
3043,2946000,-204.75
3045,2948000,-763.5
3047,2950000,-577.0
3050,2952000,-0.3333
3053,2954000,0.3333
3059,2956000,-256.6667
3061,2958000,-435.0
3064,2960000,-315.3333
3066,2962000,-0.5
3069,2964000,-1.3333
3071,2966000,-44.5
3074,2968000,-1.3333
3076,2970000,-2.0
3078,2972000,-3.5
3080,2974000,0.0
3082,2976000,-1.5
3084,2978000,-1.0
3086,2980000,-213.5
3088,2982000,-2.5
3090,2984000,-1.5
3092,2986000,-1.0
3094,2988000,-1.5
3096,2990000,-1.0
3098,2992000,-147.5
3100,2994000,-1.5
3102,2996000,-0.5
3104,2998000,-0.5
3106,3000000,-1.5
